Sell_Min,Sell_Median,Sell_Average,Sell_1st Percentile,Sell_Standard Deviation,Buy_Max,Buy_Median,Buy_Average,Buy_99th Percentile,Buy_Standard Deviation,Item,TypeID,Region,Timestamp,Sell_Buy_Spread,Sell_Buy_%,Daily_Change_%,Volatility_7d
30.3,31.99,37.31,30.3,11.96,15.15,0.01,0.03,15.14,5.27,Heavy Water,16272,C-J6MT,2025-10-23 18:59:44,15.15,100.0,26.51356993736953,3.6661742093541245
95.59,105.8,111.93,95.59,44.08,76.02,60.01,48.44,76.01,20.82,Liquid Ozone,16273,C-J6MT,2025-10-23 18:59:44,19.570000000000007,25.743225466982384,-0.4063346530527201,0.22810816147900798
92990.0,94000.0,94026.0,92990.0,651.93,81610.0,81590.0,81569.3,81600.0,45.53,Robotics,9848,C-J6MT,2025-10-23 18:59:44,11380.0,13.944369562553607,3.57540654934283,1853.2943640986987
12850.0,12920.0,13084.92,12850.0,534.17,12300.0,12070.0,11183.92,12300.0,1143.71,Mechanical Parts,3689,C-J6MT,2025-10-23 18:59:44,550.0,4.471544715447155,0.0,0.0
15700.0,15870.0,16082.31,15850.0,502.06,14220.0,14050.0,12762.34,14220.0,1727.87,Enriched Uranium,44,C-J6MT,2025-10-23 18:59:44,1480.0,10.40787623066104,-1.0712035286704502,98.14954576223664
13810.0,15720.0,15597.52,13810.0,630.39,12600.0,12520.0,11469.2,12600.0,1554.67,Coolant,9832,C-J6MT,2025-10-23 18:59:44,1210.0,9.603174603174605,-0.07235890014472002,5.773502691895995
509.0,510.0,564.27,509.0,112.93,445.0,0.03,0.06,426.1,106.56,Oxygen,3683,C-J6MT,2025-10-23 18:59:44,64.0,14.382022471910114,2.6830744401856066,7.678758580222029
3788.0,3900.0,4021.66,3788.0,2239.43,3027.0,2519.0,2603.71,3027.0,294.0,Strontium Clathrates,16275,C-J6MT,2025-10-23 18:59:44,761.0,25.140403039312854,12.104172832198866,236.13626009855687
23760.0,24000.0,24311.91,23760.0,672.07,22030.0,21710.0,21706.96,22030.0,546.91,Oxygen Fuel Block,4312,C-J6MT,2025-10-25 18:52:17,1730.0,7.852927825692238,0.2954833262980072,47.16990566028344
24810.0,24870.0,24867.52,24810.0,33.17,21620.0,20040.0,20466.92,21620.0,697.45,Nitrogen Fuel Block,4051,C-J6MT,2025-10-25 18:52:17,3190.0,14.754856614246068,-0.48134777376654947,84.8528137423857
18700.0,18800.0,19365.95,18700.0,914.51,16530.0,16360.0,16101.05,16530.0,1001.45,Hydrogen Fuel Block,4246,C-J6MT,2025-10-25 18:52:17,2170.0,13.127646702964308,3.658536585365857,284.8391358878436
25840.0,25880.0,26038.26,25840.0,283.0,24500.0,24030.0,22594.81,24500.0,2254.02,Helium Fuel Block,4247,C-J6MT,2025-10-25 18:52:17,1340.0,5.469387755102041,-0.1545595054095794,22.17355782608311
988.8,1070.0,1076.03,988.8,93.35,910.2,910.1,910.11,910.2,0.03,Oxygen Isotopes,17887,C-J6MT,2025-10-25 18:52:17,78.59999999999991,8.635464733025698,0.28397565922919643,6.509736297782508
961.6,973.6,980.99,961.7,23.55,860.2,756.1,664.39,860.2,180.02,Nitrogen Isotopes,17888,C-J6MT,2025-10-25 18:52:17,101.39999999999998,11.787956289235058,-0.4554865424430621,5.28015151297762
710.0,736.9,757.92,710.0,64.22,669.0,668.0,635.73,669.0,86.91,Hydrogen Isotopes,17889,C-J6MT,2025-10-25 18:52:17,41.0,6.128550074738415,0.43853444617343307,5.544591959738773
1110.0,1300.0,1269.99,1110.0,95.06,1050.0,953.2,967.72,1050.0,36.57,Helium Isotopes,16274,C-J6MT,2025-10-25 18:52:17,60.0,5.714285714285714,-0.35906642728904536,17.972200755611397
3879.0,3887.0,4042.68,3879.0,2197.55,3300.0,2617.0,2668.41,3300.0,361.67,Strontium Clathrates,16275,C-J6MT,2025-10-25 18:52:17,579.0,17.545454545454543,2.4023231256599775,265.02248332295625
31.0,37.0,40.94,31.0,9.26,16.03,0.01,0.04,16.03,5.9,Heavy Water,16272,C-J6MT,2025-10-25 18:52:17,14.969999999999999,93.38739862757328,2.310231023102305,3.8787884706438946
96.99,105.8,112.51,96.99,43.78,78.11,60.01,48.53,78.11,21.12,Liquid Ozone,16273,C-J6MT,2025-10-25 18:52:17,18.879999999999995,24.171040839841243,1.4645883460612907,0.5980732953966934
92480.0,93780.0,93759.9,92490.0,831.6,82310.0,82000.0,81945.81,82310.0,325.73,Robotics,9848,C-J6MT,2025-10-25 18:52:17,10170.0,12.35572834406512,-0.5484460694698323,1718.7277271284129
12790.0,13000.0,13289.66,12890.0,696.99,12400.0,11210.0,11050.4,12360.0,1172.95,Mechanical Parts,3689,C-J6MT,2025-10-25 18:52:17,390.0,3.1451612903225805,-0.46692607003890885,30.0
15810.0,15870.0,16090.94,15820.0,500.29,14240.0,14050.0,12903.59,14240.0,1689.71,Enriched Uranium,44,C-J6MT,2025-10-25 18:52:17,1570.0,11.025280898876405,0.7006369426751702,80.1560977094072
15100.0,15740.0,15736.86,15100.0,441.7,12830.0,12520.0,11197.97,12830.0,1675.2,Coolant,9832,C-J6MT,2025-10-25 18:52:17,2270.0,17.692907248636008,9.341057204923974,641.6839824503442
500.0,510.0,557.72,500.0,109.4,426.2,0.03,0.06,424.8,100.98,Oxygen,3683,C-J6MT,2025-10-25 18:52:17,73.80000000000001,17.315814171750354,-1.7681728880157177,6.270034555991968
24810.0,24870.0,24867.52,24810.0,33.17,21620.0,20040.0,20466.92,21620.0,697.45,Nitrogen Fuel Block,4051,C-J6MT,2025-10-25 19:00:00,3190.0,14.754856614246068,0.0,90.9945053286186
18700.0,18800.0,19371.24,18700.0,916.21,16530.0,16360.0,16101.05,16530.0,1001.45,Hydrogen Fuel Block,4246,C-J6MT,2025-10-25 19:00:00,2170.0,13.127646702964308,0.0,307.35972410190647
25840.0,25880.0,26038.65,25840.0,283.14,24500.0,24030.0,22594.81,24500.0,2254.02,Helium Fuel Block,4247,C-J6MT,2025-10-25 19:00:00,1340.0,5.469387755102041,0.0,24.083189157584354
23760.0,24000.0,24311.91,23760.0,672.07,22030.0,21710.0,21706.96,22030.0,546.91,Oxygen Fuel Block,4312,C-J6MT,2025-10-25 19:00:00,1730.0,7.852927825692238,0.0,40.86563348340546
988.8,1070.0,1076.34,988.8,93.36,910.2,910.1,910.11,910.2,0.03,Oxygen Isotopes,17887,C-J6MT,2025-10-25 19:00:00,78.59999999999991,8.635464733025698,0.0,5.935233778041136
961.5,980.2,981.05,961.7,23.56,860.2,756.1,664.39,860.2,180.02,Nitrogen Isotopes,17888,C-J6MT,2025-10-25 19:00:00,101.29999999999995,11.776331085793995,-0.010399334442601216,5.4426096681647005
710.0,736.9,758.08,710.0,64.26,669.0,668.0,635.73,669.0,86.91,Hydrogen Isotopes,17889,C-J6MT,2025-10-25 19:00:00,41.0,6.128550074738415,0.0,5.000999900019984
1109.0,1300.0,1270.14,1110.0,94.98,1050.0,953.2,967.72,1050.0,36.57,Helium Isotopes,16274,C-J6MT,2025-10-25 19:00:00,59.0,5.6190476190476195,-0.09009009009008917,17.626684316683015
12890.0,13000.0,13297.03,12890.0,699.94,12400.0,11210.0,11050.4,12360.0,1172.95,Mechanical Parts,3689,C-J6MT,2025-10-25 19:00:00,490.0,3.951612903225806,0.7818608287724738,35.77708763999664
31.0,37.0,41.12,31.0,9.24,16.03,0.01,0.04,16.03,5.9,Heavy Water,16272,C-J6MT,2025-10-25 19:00:00,14.969999999999999,93.38739862757328,0.0,3.7445627248051276
98.93,105.8,112.81,98.99,44.09,78.12,60.01,48.57,78.12,21.2,Liquid Ozone,16273,C-J6MT,2025-10-25 19:00:00,20.810000000000002,26.63850486431132,2.000206206825461,1.3519911242312221
92490.0,93780.0,93771.38,92490.0,826.44,82310.0,82000.0,81945.81,82310.0,325.73,Robotics,9848,C-J6MT,2025-10-25 19:00:00,10180.0,12.367877536143848,0.010813148788924032,1587.239742445986
15820.0,15870.0,16095.11,15820.0,502.88,14250.0,14050.0,12914.08,14250.0,1697.61,Enriched Uranium,44,C-J6MT,2025-10-25 19:00:00,1570.0,11.017543859649123,0.06325110689437974,69.4982014155764
15100.0,15740.0,15736.94,15100.0,441.67,12840.0,12520.0,11217.41,12840.0,1692.5,Coolant,9832,C-J6MT,2025-10-25 19:00:00,2260.0,17.601246105919003,0.0,702.9224708315991
500.0,510.0,557.78,500.0,109.43,426.2,0.03,0.06,424.8,100.98,Oxygen,3683,C-J6MT,2025-10-25 19:00:00,73.80000000000001,17.315814171750354,0.0,5.4301933667227775
3880.0,3913.0,4075.09,3887.0,2395.62,3301.0,2617.0,2668.14,3301.0,361.83,Strontium Clathrates,16275,C-J6MT,2025-10-25 19:00:00,579.0,17.540139351711602,0.02577984016498558,260.12593104110164
18700.0,18800.0,19371.24,18700.0,916.21,16530.0,16360.0,16101.05,16530.0,1001.45,Hydrogen Fuel Block,4246,C-J6MT,2025-10-25 19:12:14,2170.0,13.127646702964308,0.0,305.78859799977283
25840.0,25880.0,26038.65,25840.0,283.14,24500.0,24030.0,22594.81,24500.0,2254.02,Helium Fuel Block,4247,C-J6MT,2025-10-25 19:12:14,1340.0,5.469387755102041,0.0,24.01388487243711
988.8,1070.0,1076.34,988.8,93.36,910.2,910.1,910.11,910.2,0.03,Oxygen Isotopes,17887,C-J6MT,2025-10-25 19:12:14,78.59999999999991,8.635464733025698,0.0,5.478929335797921
961.5,980.2,981.05,961.7,23.56,860.2,756.1,664.39,860.2,180.02,Nitrogen Isotopes,17888,C-J6MT,2025-10-25 19:12:14,101.29999999999995,11.776331085793995,0.0,5.323908338805229
710.0,736.9,758.08,710.0,64.26,669.0,668.0,635.73,669.0,86.91,Hydrogen Isotopes,17889,C-J6MT,2025-10-25 19:12:14,41.0,6.128550074738415,0.0,4.5879915722096305
1109.0,1300.0,1270.14,1110.0,94.98,1050.0,953.2,967.72,1050.0,36.57,Helium Isotopes,16274,C-J6MT,2025-10-25 19:12:14,59.0,5.6190476190476195,0.0,16.88391739693918
3880.0,3913.0,4075.09,3887.0,2395.62,3301.0,2617.0,2668.14,3301.0,361.83,Strontium Clathrates,16275,C-J6MT,2025-10-25 19:12:14,579.0,17.540139351711602,0.0,249.25067703017373
92490.0,93780.0,93771.38,92490.0,826.44,82310.0,82000.0,81945.81,82310.0,325.73,Robotics,9848,C-J6MT,2025-10-25 19:12:14,10180.0,12.367877536143848,0.0,1475.634326880026
98.93,105.8,112.81,98.99,44.09,78.12,60.01,48.57,78.12,21.2,Liquid Ozone,16273,C-J6MT,2025-10-25 19:12:14,20.810000000000002,26.63850486431132,0.0,1.514627566983606
12890.0,13000.0,13297.03,12890.0,699.94,12400.0,11210.0,11050.4,12360.0,1172.95,Mechanical Parts,3689,C-J6MT,2025-10-25 19:12:14,490.0,3.951612903225806,0.0,36.69695718539428
15820.0,15870.0,16095.11,15820.0,502.88,14250.0,14050.0,12914.08,14250.0,1697.61,Enriched Uranium,44,C-J6MT,2025-10-25 19:12:14,1570.0,11.017543859649123,0.0,62.20932405998333
15100.0,15740.0,15736.94,15100.0,441.67,12840.0,12520.0,11217.41,12840.0,1692.5,Coolant,9832,C-J6MT,2025-10-25 19:12:14,2260.0,17.601246105919003,0.0,702.9200997742679
500.0,510.0,557.78,500.0,109.43,426.2,0.03,0.06,424.8,100.98,Oxygen,3683,C-J6MT,2025-10-25 19:12:14,73.80000000000001,17.315814171750354,0.0,4.857022407470106
24810.0,24870.0,24867.52,24810.0,33.17,21620.0,20040.0,20466.92,21620.0,697.45,Nitrogen Fuel Block,4051,C-J6MT,2025-10-25 19:12:14,3190.0,14.754856614246068,0.0,90.33271832508971
31.0,37.0,41.12,31.0,9.24,16.03,0.01,0.04,16.03,5.9,Heavy Water,16272,C-J6MT,2025-10-25 19:12:14,14.969999999999999,93.38739862757328,0.0,3.560571115237929
23760.0,24000.0,24311.91,23760.0,672.07,22030.0,21710.0,21706.96,22030.0,546.91,Oxygen Fuel Block,4312,C-J6MT,2025-10-25 19:12:14,1730.0,7.852927825692238,0.0,36.560452221857034
